resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
1013206,Neuchâtel (NE),French,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,7.532467355586764,6.215585385260884,8.601147343023673,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013207,Basel-Landschaft (BL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.981266278530351,4.525978332504692,5.268757137417324,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013209,St. Gallen (SG),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,Valid response,10.6233419351093,,31.3761612506472,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,3-4 years VET
1013210,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,46.60793685517063,48.94435573089262,49.63391521778958,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013216,Glarus (GL),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.801405644575608,1.840250662058692,8.640208596772723,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013218,Uri (UR),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,not administered [wave],not administered [wave],3.158109187724541,,,Medium,Low,Basic/low requirements,10th school year,,
1013222,Neuchâtel (NE),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.797524974796856,5.11560058265252,6.608231995154044,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013226,Graubünden (GR),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.778297213996517,1.858980102356752,1.864129665605893,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013229,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0671096897210382,,,High,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)",,
1013232,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,6.661267037429757,7.30771001362894,,Medium,Low,Basic/low requirements,Other intermediate solution,NET,
1013234,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,68.43601443295969,78.75357637905225,94.63199784635333,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013235,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,11.05365455836442,8.51857333650058,13.73374232342787,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013236,Vaud (VD),French,Male,,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,.2196921670745679,14.60249753841337,17.97027080717877,Low,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013239,Appenzell Ausserrhoden (AR),German,Female,,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,.9570213287760041,.7520760675771322,.8907684566993012,Low,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013249,Berne (BE),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,9.958088259377062,,,Low,Low,Basic/low requirements,10th school year,,
1013252,Neuchâtel (NE),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.939035086964188,6.824000853308347,6.96211925307601,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013259,Berne (BE),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.595336866133021,1.420978243287919,1.859904421892622,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013260,Schwyz (SZ),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.710244103829823,1.960079995171757,2.2319821563673,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013262,St. Gallen (SG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.082824223507899,3.561694709888355,3.800514450687706,High,Medium,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013263,Graubünden (GR),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.689113591606798,2.997318498385809,3.052951368872185,Low,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
1013264,Fribourg (FR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,23.22053554159976,20.44129162534346,15.10499108307568,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013272,Geneva (GE),French,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,13.36565088895257,16.24263439291387,15.04800067427462,High,Medium,High requirements,General baccalaureate,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013276,Glarus (GL),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.1072167108571799,.1751413268293995,.9391950657623341,High,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013277,Berne (BE),French,Male,Compulsory schooling only,,Valid response,Valid response,Valid response,1.428367936711268,.9690750191007287,1.079501037234615,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013279,Vaud (VD),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,18.46075769200113,13.51812558772456,13.52801313808202,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013281,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0153582029006234,,,Medium,Low,High requirements,General baccalaureate,,
1013282,Schwyz (SZ),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,11.11321649649818,8.889638664890819,,Medium,Low,High requirements,General baccalaureate,General baccalaureate,
1013284,Schaffhausen (SH),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.626187044522524,2.8906783695876,2.885440388153691,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,Other intermediate solution,3-4 years VET
1013285,Zurich (ZH),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,13.7166872475614,13.80977275179024,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,
1013286,Valais (VS),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,1.491054219969288,1.148434223255386,,Low,High,Basic/low requirements,3-4 years VET,3-4 years VET,
1013287,Fribourg (FR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,15.81728540653433,16.80108332456432,14.3950066027328,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013288,Berne (BE),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.941518005257773,6.922473355165342,6.668475267382163,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013292,Valais (VS),French,Female,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,.753037355928455,.635435293645619,.8050909188250484,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013293,Fribourg (FR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,10.71210798325069,13.89381674397447,8.799111222609394,High,Low,Basic/low requirements,NET,2 years VET,2 years VET
