resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
4011693,Schaffhausen (SH),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,.0371460027507156,,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4011694,Valais (VS),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.233584318555287,1.894333958449442,2.07151791696446,Medium,Medium,High requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011695,Vaud (VD),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,65.06884646628832,66.36695507720843,62.54851534039462,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011697,Valais (VS),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.924722509994662,1.109669510368963,1.167226578537616,Low,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011699,Graubünden (GR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.585232539812784,3.192895817782842,3.167154574849,Low,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
4011701,Berne (BE),French,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,1.560050000692649,1.32084020972002,,Low,Medium,High requirements,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)",
4011704,Graubünden (GR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.123567077118711,2.437387768393907,2.467267933389385,Medium,High,High requirements,General baccalaureate,General baccalaureate,NET
4011706,Lucerne (LU),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,No valid response,,78.75357637905225,,Low,Low,Advanced requirements & Alternative/non-assignable study programme,,2 years VET,
4011708,Valais (VS),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.4659942726167158,.4117282826603172,.5473007912271379,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011710,Glarus (GL),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,.0694862656443007,.1230824000286154,.6396142657535113,Low,High,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011714,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.0588327759603642,,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4011726,Ticino (TI),Italian,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,.078632304564469,,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,,
4011728,Schaffhausen (SH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.092441972848193,.8568131570197732,1.196550059583292,Low,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011729,Zug (ZG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,8.902377198269487,8.584238206458824,9.513973310200029,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011732,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.2122426942945623,,,Medium,Medium,High requirements,General baccalaureate,,
4011733,Vaud (VD),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,12.22460158554315,10.48202180845192,12.22140047581548,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
4011736,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,13.19078969190496,11.514898118197,15.12383826611435,Medium,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011738,Appenzell Innerrhoden (AI),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.118033502780759,2.672283256416498,6.215513380400828,Low,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,NET
4011739,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,17.81510065388512,26.55841408409172,17.5167384671524,High,Medium,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)",NET,"Other general education programme (specialized middle school, Waldorf)"
4011741,Basel-Landschaft (BL),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.427722349709366,,,High,Low,Advanced requirements & Alternative/non-assignable study programme,General baccalaureate,,
4011742,Ticino (TI),Italian,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.067708709596373,5.351207388349358,5.474620115418283,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011745,Fribourg (FR),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.102766215132983,7.775731366649421,9.155097011872297,High,Medium,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,Other intermediate solution,Other intermediate solution
4011746,Zurich (ZH),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,24.54263223856785,16.45147530248123,17.66745055479269,High,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
4011747,St. Gallen (SG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.11523668040808,4.553771835781242,5.864475185369215,Low,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
4011748,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,No valid response,Valid response,,,50.11387646063913,Low,Medium,Basic/low requirements,,,3-4 years VET
4011749,Zug (ZG),German,Male,Compulsory schooling only,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,5.96452592342847,3.732108871102221,5.892983723354044,,Low,Basic/low requirements,NET,10th school year,NET
4011751,Berne (BE),German,Male,Compulsory schooling only,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,24.1268603413748,20.65933968388298,22.00463888699808,Low,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
4011752,Fribourg (FR),German,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,9.452234601183898,7.954915829714732,9.392662645768144,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011753,Basel-Stadt (BS),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.392797895934267,2.882249889820881,3.364780722518922,Low,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)",NET
4011754,Basel-Stadt (BS),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,2.869326365136707,3.134380855153124,,Low,Medium,High requirements,General baccalaureate,General baccalaureate,
4011759,Zurich (ZH),German,Male,Upper secondary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,12.03024763446428,8.39581773469531,8.120374156125981,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011761,Graubünden (GR),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,3.387796550041497,4.789240293134631,3.36430312735357,Low,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
4011765,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,25.79627127598883,37.00547418642328,23.16171182966382,High,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011767,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.330133880056026,6.926319373015493,5.272296551292671,Medium,Medium,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,3-4 years VET
4011774,Ticino (TI),Italian,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0857495882029372,,,Low,High,High requirements,General baccalaureate,,
4011775,Ticino (TI),Italian,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.763458233484925,4.2671407901846,4.67621714180966,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011782,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.973089673726934,3.0544773063343,3.978254287553756,Low,Low,Basic/low requirements,NET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011783,Zug (ZG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,No valid response,Valid response,,,3.804541380194976,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,,,General baccalaureate
4011784,Berne (BE),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.475309632672547,1.433709913522324,1.605007734306304,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011787,Geneva (GE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,18.07064750756294,16.81369239784867,18.06411378353163,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011789,Schaffhausen (SH),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,3.002076585312725,2.590825058880041,,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,
4011795,Lucerne (LU),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,No valid response,7.368156284335501,4.940789418786719,,High,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
4011798,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.76144244660328,3.712993455370091,5.658934772657265,Medium,Low,Basic/low requirements,2 years VET,2 years VET,NET
4011802,Geneva (GE),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.1152869923239065,,,Medium,Low,Basic/low requirements,3-4 years VET,,
4011806,Ticino (TI),Italian,Male,Tertiary education,Native (at least 1 parent born in Switzerland),No valid response,Valid response,No valid response,,32.5626413133372,,Medium,Low,Basic/low requirements,,NET,
4011809,Zug (ZG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,7.187515393551339,5.551353236174929,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,NET,Vocational baccalaureate //VET,
4011813,Aargau (AG),German,Female,,Native (at least 1 parent born in Switzerland),No valid response,No valid response,Valid response,,,25.36756163437422,Medium,Low,Basic/low requirements,,,NET
4011814,Fribourg (FR),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,7.013179749066685,,,Medium,Medium,High requirements,Internship,,
4011815,Berne (BE),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,36.11921746823834,27.66371067390871,29.69338070062753,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011816,Appenzell Ausserrhoden (AR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.301007871421889,1.192633958191258,1.020337504339428,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011819,Aargau (AG),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,43.90638755593042,37.80079542236629,34.09786706920727,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011820,Solothurn (SO),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.911435574122126,6.112441803544551,7.249133660722181,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011821,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.0707800112718558,,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4011827,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.243417378333746,4.688223395703425,5.0346843390059,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,Internship,3-4 years VET,3-4 years VET
4011828,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.328827887258286,3.337042456511142,3.640672567540834,Low,Medium,Basic/low requirements,NET,3-4 years VET,3-4 years VET
4011829,Graubünden (GR),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,15.66965721087393,,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4011832,Zurich (ZH),German,Male,,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,Valid response,,24.51973391545172,9.940262892519238,High,High,Advanced requirements & Alternative/non-assignable study programme,,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011834,Basel-Landschaft (BL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.000330169573917,3.590748114900874,3.811859125709598,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
4011838,Valais (VS),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,.2872097139388998,.3044013281556439,,Medium,High,High requirements,General baccalaureate,General baccalaureate,
4011843,Vaud (VD),French,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,19.15419365040262,25.0259684109704,,Low,Low,Basic/low requirements,Other intermediate solution,NET,
4011844,Ticino (TI),Italian,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.888341075443443,4.319405717107673,,High,Medium,Basic/low requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,
4011845,Nidwalden (NW),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,not administered [wave],not administered [wave],.0326877835581173,,,Low,Medium,Basic/low requirements,3-4 years VET,,
4011847,Schaffhausen (SH),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,1.007778499238308,1.419294054142132,,High,Low,Basic/low requirements,10th school year,10th school year,
4011849,Berne (BE),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,No valid response,Valid response,,,4.793827273209957,Medium,High,High requirements,,,3-4 years VET
4011850,Zug (ZG),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,3.376739553574742,,,Low,Low,Basic/low requirements,10th school year,,
4011851,Fribourg (FR),French,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,6.643352109974106,,,Low,Low,Basic/low requirements,Internship,,
4011856,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.866442738423022,4.946876537423529,4.269632224673381,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,"Other general education programme (specialized middle school, Waldorf)"
4011858,Vaud (VD),French,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,68.4339362389338,78.75357637905225,94.63199784635333,High,Low,Basic/low requirements,10th school year,10th school year,3-4 years VET
4011859,Berne (BE),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,No valid response,3.87077332358353,3.733456019190088,,High,High,High requirements,General baccalaureate,General baccalaureate,
4011863,Valais (VS),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.4303079327080093,.4338446350811947,.3538701838181315,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011864,Thurgau (TG),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,3.143506920845321,2.269709246581121,,Low,High,Basic/low requirements,Other intermediate solution,3-4 years VET,
4011865,Basel-Landschaft (BL),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,No valid response,Valid response,8.142930007134941,,19.4739806827938,High,Medium,High requirements,General baccalaureate,,General baccalaureate
4011866,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.567214797966693,7.866992413462492,7.060014286199812,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011867,Aargau (AG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,19.75754426466944,15.8985103089382,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,3-4 years VET,
4011868,Appenzell Ausserrhoden (AR),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.910685218839581,1.716552021748866,1.765986129567625,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011869,Jura (JU),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.999143885275565,1.896050690201672,2.491629388314566,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011871,Basel-Landschaft (BL),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,21.87873695211307,24.48142292210252,18.86156837698347,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011877,Ticino (TI),Italian,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.1288712184413614,,,Medium,Medium,High requirements,General baccalaureate,,
4011880,Neuchâtel (NE),French,Female,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,No valid response,No valid response,.0490703914586862,,,Low,Low,High requirements,Other intermediate solution,,
4011883,Valais (VS),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,1.322152163426048,1.48871837695626,,Low,Medium,Basic/low requirements,10th school year,3-4 years VET,
4011885,Vaud (VD),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,34.80842553209186,27.04884517693781,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)",
4011890,Basel-Landschaft (BL),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.787834899095695,4.78246287442003,5.555171038526421,Medium,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
4011895,Appenzell Ausserrhoden (AR),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.6538347279349018,.7793390460034898,.6473905283132435,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011897,Uri (UR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.105056603502192,5.528638992329131,2.840059448440595,Low,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011898,Thurgau (TG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.328835518402547,4.25320037706412,3.281771198497981,Medium,High,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011901,Vaud (VD),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,22.15310857051257,26.47549593192005,,Low,Low,Basic/low requirements,NET,3-4 years VET,
4011903,Nidwalden (NW),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.362245267043308,3.8702475196589,3.90706385480066,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011904,Schaffhausen (SH),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,No valid response,8.197013242026198,6.111224634076839,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
4011905,St. Gallen (SG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.08749577664114,4.633935166377999,5.312953313770406,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011910,Zug (ZG),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,11.35829932770465,13.31906746141592,8.486231844756508,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011912,Schwyz (SZ),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.566825017105802,4.188251464219873,3.98731073996361,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011916,Fribourg (FR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,11.36969710895182,11.83712102670028,11.65645332771368,Medium,Low,Basic/low requirements,Other intermediate solution,3-4 years VET,3-4 years VET
4011917,Solothurn (SO),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.336557585361141,3.987518810263372,4.09174043209464,Medium,High,High requirements,General baccalaureate,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011921,Basel-Landschaft (BL),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.855704838058176,4.888649422884288,6.376954503783926,High,Medium,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
4011922,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.048850096342385,6.324428291238828,7.347963896303163,High,Low,High requirements,General baccalaureate,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011923,Basel-Landschaft (BL),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,8.58759563926103,9.511141471808051,8.6067996542253,Low,Low,Basic/low requirements,10th school year,Other intermediate solution,3-4 years VET
4011926,Zurich (ZH),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,14.04741399337604,,,Low,Low,Basic/low requirements,10th school year,,
4011929,Zurich (ZH),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.315716921445946,7.278613424455759,6.299273577636884,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011931,St. Gallen (SG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,8.525069653946387,8.027078311853353,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
4011934,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.949669902108771,6.469118572100062,6.856070539102929,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,General baccalaureate,General baccalaureate,General baccalaureate
4011936,Glarus (GL),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.0640039714974257,.1222643724473789,.6824754398909808,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011937,Basel-Landschaft (BL),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.192081771248406,5.897854351820587,6.07148317890941,Medium,,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011938,Berne (BE),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,Valid response,14.74539172502854,,31.72695374402389,Low,Low,Basic/low requirements,3-4 years VET,,3-4 years VET
4011939,St. Gallen (SG),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,20.70829377396815,23.62734216998216,24.33414739463404,High,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011940,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,41.64542822736143,39.96352489476339,39.93318055264283,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011941,Uri (UR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,15.32371936557422,25.03456251658969,12.19984995615267,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011943,Appenzell Ausserrhoden (AR),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.0114400456235725,,,Low,Low,Basic/low requirements,3-4 years VET,,
4011944,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,Valid response,Valid response,,10.68988260089468,4.411906761058845,Medium,High,Advanced requirements & Alternative/non-assignable study programme,,3-4 years VET,3-4 years VET
4011946,Nidwalden (NW),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.784438163572234,9.709890513955934,8.317648654454096,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011947,Ticino (TI),Italian,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.59826238411988,3.121215912074217,3.214662353036166,Medium,Low,Basic/low requirements,3-4 years VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011948,Basel-Stadt (BS),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,10.039645386702,6.876045802344263,6.597106361037369,Medium,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
4011949,Schwyz (SZ),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,17.57444777354302,14.29523875015027,17.10790277850963,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
